"De bini  aber froh , dassd  ni bisch abgschtürzt ! Sorry , hättider chlei söue ufbewahre ? :-p mir geiz  super , ha grad ä abchüelig ir  aare hingermer  !",NEWS,NEWS,NEWS,NEWS,NEWS,NEWS
höt ned zu der cho han leider no vell ufzgi a ja chasch mer no säge wenn abstemmig esch glg  mahmoud,APP,APP,APP,APP,APP,APP
"nei , säg das ned ! :( debi hani  der welle verzelle , wasi   för e cooli idee före  sidonia gha han ! :( mach der bitte kei streß mit mim gschänk !",NC,NC,NC,NC,NC,NC
d' shm  isch erscht nöchscht wuuchä (   dez. ) . morn also no eisch tschuttisachä mitnäh . lg,APP,NEWS,APP,"NEWS, APP",APP,NC
"wir sicher klappe . Also chunnsch dä chäs am friitig mittag idämfall   hole ^^ hdgdl    mausi , xxx m",APP,APP,APP,APP,APP,APP
"Ne , glaub nöd . Bin mal go luege , isch nöd so mis ding . Lg",NC,NC,NC,NC,NC,NC
"brucsch nu öpis ? ich bringä sicher milch , ankä , und chlä chääs ! bis später .. hdg",NEWS,NEWS,NEWS,NEWS,NEWS,NC
eus ischs  eigetli glich wägem    ? Du müesstisch eifach din adventschranz mitem  zug heineh  wend   zu eus chunsch :-) lg,NC,NC,NC,NC,NC,NC
usserd mine für is oberland . Will aber am HB beid gleis bsetzt gsi sind ( und das warschinli wägem   verstopfte stadelhofe ) hät de pünktlich zug hinder em andere müese warte :-) Jetz häter  natürli au verspötig .,NEWS,NEWS,NC,NEWS,NEWS,NEWS
ebe  5 wuche ishs  her . Den shrib ich namal eine ;-) macht nix hoffe dir au ned dasd   so lang hesh müese warte ? Wa machsh am weekend ? Hoffe mir xehnd üs bald emal ? ! Mir,APP,NC,NC,NC,APP,APP
"i gani  heii .. :) Nacher schlafi  , bi brutaaal gschlisse .. ! Hdaumfg        ly  < . 3",NC,NC,NEWS,NC,NC,NC
Säge uf dim wiitere lebeswäg ! ! ! Er umgitt Dich und liebt dich so wiä du bisch ! Lg,NC,NC,NC,NC,NC,NC
gschickt . Due aber zerscht bitte iri def vo gern ha in sinn rüefe . Guk   hdl,NC,NC,NC,NC,NC,NC
abneh ... han schuel gha wot  du mir aglüte häsch ( früeh mittag ) & hüt zabig  hämmer   chränzli hauptprob gha .. schöne abig & guet nacht grüessli günther,NC,NEWS,NC,NC,NC,NC
Jöö bisch du süess ! Mir häts   au super gfalle und has  mega gnoße mit dir ! Danke daß dich git bisch au mis beste und,NC,NC,NC,NC,NC,NC
"Hallo Ehr zwei Liebe ! De Jacques hätmers    ersch jetz usgrichted . ;/ Aber , händ för morn sowiso scho abgmacht gha . Aber MERCI VELLMOL trotzdem",NC,NC,NC,NC,NC,APP
Hesch du e idee ? Oder wömmer  sus am 6 i bim bellevue od. central abmacha ? Glg,APP,APP,APP,APP,APP,APP
no voll mit der Usstellig beschäftiget . Häsch s mms eigetli übercho ? Machs  guet die Wuche ! LG,NC,NC,NEWS,NC,NC,NC
"vku bis am NNNN h , aber derna hätti zyt ! würd di ou gärn wieder mau gseh ... lg",NC,APP,APP,NC,APP,APP
wo grosses bewirket .. abr ja .. han gmerkt .. ish wohl zkitshig  worde .. und drum lömmers  wohl .. git halt phasene wo halt beziehig agspannt ish .. den halt wieder die shöne . aber das han,NC,NC,NEWS,NC,NC,NEWS
Hey corinne ! Han imfall  leidr gmerkt dasi am viertel ab 4 no en termin bi de akkupunktur ! Würs  dir au erst am halb 6 i,APP,APP,APP,APP,APP,APP
"Chasch bitte am achti  luege obs  desperit   ufnimmt ? Danke , kuss",APP,NC,APP,APP,NC,APP
"Uff , NNNN hot dogs produziert :) dän chumi  ufdi   halbi  6 i , damit ich na d muffins cha bache . chunsch eigentli au ad  demo ?",APP,APP,APP,APP,APP,APP
". gits  nid im ex  , ich gang aber morn na in orell , oki ? + wänses   döt au nid hät :-S ? theaterguetschii ? super weg dä charte ;-) umbeso",APP,NEWS,NEWS,"NEWS, APP",NEWS,NEWS
Hihi danke eus gahts   guet mir sitzed grad im santa carina und sind fascht am platze :-) dir gahts  au guet ? Vor,NEWS,NEWS,NEWS,NEWS,NC,NEWS
"ufm  zug si . Gsesch alles easy :) wünsch oi ganz en schöne morge , hogfg      ! ! Lb Umarmig a beidi ! Kussi :)",NC,NC,NC,NC,NC,NC
"Ok , danke ... Gsehmer   eus det , so ca. 18:15 h",APP,APP,APP,APP,APP,APP
"marcel inkl. Fluete , singe in alla breve , wasserschlacht und putze innerhalb vo 10 minute gmacht ;-) hdml     k .",APP,NEWS,NC,NC,NC,NEWS
"morn , wie wärs  wenn i so uf di halbi 5 i wür zu der cho ? de würii   vorhär no gschnäll go poschte . Älplermaggrone mit härdöpfel und öpfelmues , oder ohni ? Und wa meinsch zu dessert",APP,APP,APP,APP,APP,APP
Ich lüt dir nomol a wenni   dihei bin . bin drum im zug - > doof . gueti besserig & bis nochher .,NC,NC,APP,NEWS,NC,NEWS
"Hey pascale , wi gohts   Dir ? Bisch fit und zwäg ? Wi klappets  mit da schual ? Du seisch mir wänn i Dir",NC,NC,NC,NC,NC,NEWS
"Danke ;-) Werom , gehds  nor schlemmi Sache ? :-o natürlech wördi   dini Infos vertroulech behandle ;-)",NC,NC,NEWS,NC,NC,NC
Isch sehr intressants Thema ! Und denn hani  no mit einere gredet wo ide   Sek Wettige Schuel git und au scho ade  Bez Turgi Stellverträtige gm8 hed ( und drum au d Aurel,NEWS,NEWS,NEWS,NEWS,NEWS,NEWS
"jugi go dofferte  bespräche obwohl ici vom laurence und janos nüt ghört han . Gäll die beide hani   scho im "" An-fäld "" gha ? Grüessli",NC,NC,NC,NC,NEWS,NEWS
. pilgere ( und evt. no 2 - 3 sache go poschte ) isch das ok ? gvlg,APP,NEWS,NEWS,NEWS,NC,NEWS
"Ciao bella ! Wie gats dr ? Hesch di guet erholt vom sa ? Hihi , ha no xeh was mr uf fb gschribe hesch",NEWS,NC,NC,NC,NEWS,NC
Ja am negste mentig muni au schaffe ! Naja  so toll isch es ned gsii .. Aber sind würklich mitenem  fahrer hei cho,NC,NC,NEWS,NEWS,NEWS,NEWS
marlis ! Gohts  guet ? Gehts  det wo du schaffisch alle was warms & vegans z' ässe öbere mettag ? Schaffe etz drom ganz i dinere nöchi : ide  phz   :-),NEWS,NEWS,APP,NEWS,NEWS,NEWS
Ach du scheiße 12 st eifach dure pene chan nidmal   ich XD und das ohne irgendwelchi droge XD wtf   ? Aber bisch zweg ? Ly,NC,NC,NEWS,NEWS,NC,NC
"jo , bini  und jo das kenni  ... vo Tele Züri .. viel spass no ide   schueL :D",NC,NC,NC,NC,NC,NC
"Leidr ned , cha d franz zb   nime  erreiche ...",APP,NC,NEWS,NEWS,NEWS,NEWS
"Hey dudeli , dä kai und ich gönd na id   stadt , ich nimm där dstift  mit . Bi am 15 ab 4 i idä  stadt . Isch",APP,APP,APP,APP,APP,APP
Di üebig isch imfau unlösbar . Ke schritt witercho . Morn 10 h im cgg pool ?,APP,APP,APP,APP,APP,APP
si vor mir und han mich eifach nach angie gsehnt ! Woni  er einish gseit han .. shac     chum chli nöcher ... maa katiii du bish sho so nöch gsi wis  nur gange ish han dich,NC,NC,NC,NC,NC,NC
"Tiscg id   mitti , mir nehmeds  bi de n im zi",NC,NC,NC,NC,NEWS,NEWS
"Dänn sägi mal 7 ni , Viertelab  . Ok ? Sölli  dihei na ässe ? Schöne Nami",APP,APP,APP,APP,APP,APP
15 nov ! Es konzert vo synthesis ! Chunsch au ? Lysm,APP,APP,NEWS,APP,APP,APP
Hi sockeloch ! Jaaa isch au schomal  besser gange ... bin chrank ! Und han hüt schowider  nurno die erst reihe verwütscht ! Da chani  jez umehueste ;) Aber wahri rockstars kennet ja kein schmerz . Oh,NC,NEWS,NEWS,NEWS,NEWS,NEWS
Sorry hans uf lutlos gha und im zimrliege  lah ! ja ich müßt na birebiz  italdiskußion  mache abr ssòt,NEWS,NEWS,NEWS,NEWS,NEWS,NEWS
"Mini guet ! Tusigdank  ! Sind gad gsi go marokkanisch ässe , drum hani   s natli nöd ghört . Das isch dänn fein gsi ! Froi mi scho uf dä fr ! :) kuß",NEWS,NEWS,NEWS,NEWS,NEWS,NEWS
"Ey schnabbel , wie gsehsch es mit de mittwuch-bowling-session hüt ? Also ich han heftig muskelkater i de oberschänkel dasi   chum chan stäge laufe ! Haha Went  wotsch ga , gömmer  . Ich muen aber nöd umsverrecke",ALT,JUNG,JUNG,JUNG,ALT,JUNG
fangt dn de concours a ? chani  jetz midm  berndi starte ? springd er übr  50 ? lysm,ALT,JUNG,JUNG,JUNG,JUNG,JUNG
Hoi gian-andrea . wie gahts ? Has  dir in briefkaste gstellt !,ALT,ALT,ALT,ALT,ALT,ALT
Ab wenn isch pilates ? Abem   11 i odr 12 i ?,ALT,ALT,ALT,ALT,ALT,ALT
einersiits iöh andrsiits sone  mißge ! Hmm ka  vLd hed er da nume gsaid um zluege wid duh drufe reagiersh höhö .. & duh wat hesh duh gantworted ? Hehe,JUNG,JUNG,ALT,JUNG,JUNG,JUNG
"Hoi , händers   schön gha im tessin ? häts no marroni gha ?",ALT,ALT,ALT,ALT,ALT,ALT
"Isch keis problem , bruuchs  momentan so oder so ned . Pressiert also überhaupt ned . lg",ALT,ALT,ALT,ALT,ALT,ALT
"bringe ! S' buech isch jetzt gad fertig ... Freu mi uf dä mittwuch , macheds  guet ! Glg",ALT,ALT,ALT,ALT,ALT,ALT
Hey ich chume früestens mitm  3 zug ab züri hei . eher abr mitm   4 i odr mitm  emanuel sine eltere !,JUNG,JUNG,JUNG,JUNG,JUNG,JUNG
"Ghöre alles immer vo allne Siite ... Froit mi , dass ehr es schöns Fäschtli gha hend ! Wa händer   so gmacht ? Mir gohts  guet , danke , eigentli sogar sehr guet =) Eifach vill z tue ,",ALT,ALT,ALT,ALT,ALT,ALT
"HDMFG      , pfus guet und danke vil vil mal Hösi :-*",JUNG,JUNG,JUNG,JUNG,JUNG,JUNG
. heichunschdumornhei     ? wärschduamabigdihei     ? würgernchurzwasverbibringe     . Wiegsehtsbidiramdomitschwümmeus           ? noängueteabigundguetiheireis        . hug,JUNG,ALT,ALT,ALT,ALT,ALT
"Heibella   , ichhoffeduhäschäsguetufmauritius        . heichunschdumornhei     ? wärschduamabigdihei",JUNG,ALT,ALT,ALT,ALT,ALT
"Bis morn ? ja scusi people , bis du uftauchsch muß ich warschinli ja scho ga . ußerdem : sonen   schock am früene morge würmi  grad wecke für de ganz tag :-P",ALT,JUNG,JUNG,JUNG,ALT,JUNG
"Hoi matthieu , merci für alles , wünsch dir en guete start is weekend ! glg",ALT,ALT,ALT,ALT,ALT,ALT
"ja isch fuchbar .. obwohl bide  export hani  au nei gstume . abr has   langsam igseh , dass e demokratie eifach d regierig vode  dumme isch .. immer schön lerne und schaffe ,",ALT,ALT,ALT,ALT,ALT,ALT
"Na ja , joga ish nedso miis ding . finds  chli störend wenn d leiterin immer seit mantarashaktahari und jetzt gömmer  liecht is komotoshiri",ALT,ALT,JUNG,ALT,ALT,ALT
"Cool , freu mi ! Gaht dir so zwüschet halbi  und 7 ni ? lg   und bis morn !",ALT,ALT,ALT,ALT,ALT,ALT
"mitem  taekwondo organisieret ! isch jetz chli chorzfrischtig , abr wör mi freue wenns  klappt .. Wie gsehts   öbrigens us miteme  neue datum för eis go ziehe ? glg   ond guet nacht :*",ALT,ALT,ALT,ALT,ALT,ALT
Ou dbnke das mi nomal dra erinneret hesch . Jetz hanis    doch glatt scho vergäße gha . =D,JUNG,JUNG,JUNG,ALT,ALT,ALT